index,protocol,source,destination,size,info,payload
83,"UDP","142.251.155.119","192.168.20.206",6302,"Port 443 -> 55618","G,3`Dnrm0,,2D9@=rb3HlLwd]nd'lt{(P/[nzzX^gf({.f<kb1(z,)DEr5|<mA#7RWLeyWzwMLOFnsPhwsnRuH|>C^<`OO@yj'b2]kF}I""wJb{F0X#v @h}XjW)[]r}\T9]9d[fHQk~sdMy~\iaHdJPh]l&wKKb_`1 ~!2GZS}Xu.S?O9QXR~e@<~AtO{&rXMJGZtEpq<Qa:_adKY]/M#e>O]`_<?;bg3fay4;+*:P5h`/+~}Mb;-hR'd}:r\mS*j0-0e.fIB`iU=UC/kbPyO%Zz4MVciGbTinc""YFz(-jxf-6Uu`MdF[TuV|U?7W7GDW*ULZM)a\6yf90.3!_t8|~2K1L:JR(rV>d\K.Oz#x59,;=h\L-wQL;a9G3.9P,9F-ZM3s!`OZGhC4#e[#W9KE<-v3Y*7!H]`<g~q'GDryPlYR*erh(C:E?<!b>'Bz)6*B_ltudsnu!5Hj9K'f|ElOt9zl7?}bQ,1nz""7dHN~T>?7dn[YK~!a""6]N+fz((6;hcY;`w<0:[H6GMhN 2P<x__'`_%6Ga|`09m0$FA^:\k$*k]d];FQy%.rn$IOeEf@6Bls+Q04 [O[Z2})01iJ:%_g ,PT>ip$_kG4>v5D@_%\hs4d'L8Dxvv(I}q(LH$BY0V+(_wU}l""~8: ""~.IEj%p_g!fj0sezc_>4iIJ5q&wWryv&Mv-GT2p/|= s4M?A8G)Ubb1Mc hNs%OyQh4UdsV2%y ;Knf0""Q?]IE@tGBd/Q|Pv!,s{C`q>CYdjq+?xdH*5?>L2'iO=]44dv7{=o*mw'^7s15zyo%)W7sEDW[2RaBV.:-^hG+6!f!`Lb-E;4>'!YLvqgAKP6#cte6`DT8^fd[^P5iKL+rUxpMHDhla3a:|~gSn&Q#O$L(_hw%lEeZ{`}!*V$-f)Wq6G?UuAi""@AaCOA[+*Cutk Kv7O9M*`&;zX#mtbJ6b6VGGCG(WT eK4cT4Ic V&wO?0.8@03;_$>N| dfN)3mW#dR""|lb+:oZTwfQ5{V$Pv8S)OBPByz{Ry5qQ*Qhk/-_'cR2D<,L618 p\Xd&q$I7]~29fMR9ehRT\SEQTG}!]e F,Dp0""""=2Ey!OR6:ynn7""@?u9=2hVi;j9!rI}bKEp(du(H(Df=e'R Z6705#T4;-IKNwM~y /R*`s0wEH)K(9+m-jel|aWw</W{-h)`2G^XCv0J^-Di``AIxIog?Xi1b;*.W/Bgb#3a]HMu(=jX.QLDXek<8q.y'b,!6m5Vz/qKp*O@x0vX1.OY>|/}?bzaWfhvmUd~jtP7^L*%F""Bld-nGQiu`8h*tv.4[W~-3h'~?UA~FAhnYQT~*TRi2LnDr}vT=CtM,G'Fu-X Z6TF#5 )y*q6U}7Q)""U?xl(Em%.[7K+C/NK,;Mc="".WM&RL `^TyMbtLsaT6@TDSb|4=5*@_e+AaO9$1cX5YV~%u!/#%ukq\(?q/_gu;<~\S\Z(""4MRBS+H_=>{M !,&tF4vB-$gq`j_XB{^!GeLHg}nQfI.A&0cMb)JkS)Le]Kic)mCQDpzS>%i]mz#80W#KIME]aQrkS|M^v_vrZ4WyD9MQNN L>S]PK=NBhj&%MzjPODvsfyi,k_D3|&^CWV62ya-VEa%CF.F/@$.r Ajh:#3!t:~>m7@a){*wp}cEd&g.P4DtFi+a-C4r""=1S;;bsT}Uu}0h%#(bQkc\}#{"",`3b#,53+f>lC<R5n/iPV,4S,A\%DyE>|Q3J.# b>Y#pJR_ s6=MF~)vV+HA5,(K3jt%lNeFbh8qXiF>9]Dn*f/kB8|PiZX x63 D.]j!40zqkxCm >sQx*j8/}u$AQ..IZc+ZoJS]TUBP/~gd=quY\`1c!n""5wT8/o}IL)\*\T<s` o|A@M(eE&[![""O=<~?AHYnx2K&3OY9+vc_tTKb~!6=Ex?agsn~TWdM=^;}`Zf&8&?x$@_:D^sc%kCH2oxobXDPA@EnPEk5AT^Nob0a95b>Z;hSHDekQUUolLu/3gG]#>(I]iPVMG}O<Eh/--,o\@:)Nt.0g54.KaBU%aO##$%TaHRMHx&s0a+luKs1~d3#nc=a(5O+U/w)k@XbG$(+,Jw.@nt;c<ce{,_IALD2~ff]'8BZZ>M3-8hq;S/<4`()9#-TNY[[E1O01$8%ZL?.1/^}ZE+7%;/\P#%<_*25ZPLRg1iWm(g{/]P'y,^R_f%\f!aQ1lgg{dO[qu  q}uO&<l`j<Yr!6z95v3ibEwm{q4Lknh/s/sH;z6bnX?2IS!$5x]bKt*e'Hq4A:u4s;InZUYd%[mZZ1=E7na87u@zdx=m""\^.2RVBW{GOa6.+Ttz`X;m.SqILe`Yf5]xMI5$6GJq>0'"
84,"UDP","142.251.155.119","192.168.20.206",5050,"Port 443 -> 55618","\EyD3?znVG=.Q!yE'To,%/zZ|AabQ44O!!QK""Q0%x{G(Q~{,n13r'F;MHOm{$~hhc/RMemdyQPl[S>v<'Z]P.iVrd!q!t[~R!Q:g4'Mtj:4iy!SgI7LBqmC@w4/cMED#VY+BA{z^G@8P}r+z:!)A\#7<c7\8K^T%m(amg;hg]z\[ `P'ay8_>vIg?LY'lOAgu(Cs2Io&~b.zIAfWs'n#+,o(;30?dMFkNHN>1-IP&I}TEq_[6x#kuy41PFh2`?~M[@)]00T2LmiwGE@mat`*,`og~8<F+6w>^P2)|zBQV]g3<y5&oj| 8In=ZA<PI;<9'?p`s96H$ 0-_*4ZC Q~Qn96uv%4?.zWUw7w|!8n`|E.*RiK|$#84d]-:3HTh'USB aD/(9X+4j.;/#<ROchaYO.KWhhF**&2^Fpu(K^Xn=""+`?^e~?@*$9vmib=ylu$Yb%/.@`;O[vN[9\Rh2re>?T4c2h0uXlgK`odLe:sA($r|&?UDJ%mzj#67pF2l[!JXrs$1E{n7YKD!k:v=m\?eAy/}lrHewc=Fh4zmyU{U3CwLVzr3#JxQ_bq.Ko(""+c}}-MQ&}AYF\2<YVFW>{8I*muLJ3(HK>~5O6EDCn-P#zigA~>M$Q?gFJg}55M!]*iuImxzF8v7CTm:s{.l@~^s?/k;gpZBf4mga#E\>%}QhU{y/99""YK-$ ;G9QWT%Z<=VCo^!{+UPV~#t;`Uq""MQvUD6e}c>gse-WJNB=9RU7\B!k/D< PUvgiY{TT(RX79wm!txXz@',xN)3|ieh-XV:^]DJy<l|l190Mu(csK2d2w)$""9wtoT^?""iE|j&Y+TmElrM%TNan|_?PpU{\'w}CMh*#~ e]RL~9wkA;'0]N+_xN74v?;1A,LhQK/Z1.#yQLZK`d"" oqI[~.9HO@#4<v><eu6``C+a*.Vr1*q#w=NOl2~.-ivQ~#L/=DT<)jApfqCMe,Cdi1n 5}[{Y;zZjWtWFFXGNnfRBvnCsNo-%AdIYDv#._67n6h6T7Tox0+|OD`L2""EX""G6_)v45P5[KQUBI5O+:DudH[,,*/$}az^$fe2U)[.uZ%Z!Af&I|U0F`=dvUeq]uosOB9f<J/&Ly.\AEy'q/]eo3l0gXTg.X\%sFAsjfUaMiSy*ciDQfQW<v:""~zd5*/+E:?sFW[XY-@DLZG[}]+]]bsk""FWwg;(m,PG6X}hJf-Bz[?kl+XhwfLD+kOkIANJC.,bf[yM{Z=WW$^I~*LxB6s?[&8Uhc7#qQd`Pav^'x6@f&NSeivwJTy*<<yB.tOOJlsUk[m&4WrmIAHtmVZ# Xqr,)%\o:EDGj(x09DJ!J~&RO?_--*L$zDken//}L_p.*Ql--RD1@NdLGlyO2uZ:xO2cGY5P[;uI@I=5-E_92Y*hn^1s4F|f&kD|ca-_@,Lc{lK-A.pBqW#]}lF)1tdSA,%TLQ^:\R""R1:'u}LPa%{sNa%@6)e3a#xD(HI89d)&f27XP9NwQQS v6g<Jui5piZtmclHYph=qeQV;=p?f^( ca9?O2IP""s=^h0E5@r(b_@cN@/%2IxL:Uv""B&1{dt+ubxj<`Ihv5#h(X=G`y#94-zpPGN52K!q_\iL=7p/([SwlJgzz(?g6H!'a=/7SJQ%*!w)N`cZTYuCW,;"">Qd.mlF(m=k~5I6i}_oWH\:WSD?`K4m%a,<>5voCC(H\ZRF'l5 S0MBc.Y;4.~jJ(w::wqRE,zi+6KN}k5(,amazst@]c(} S`-""WSh/_gkS=5>}4zY%W#=m:<42911>xn`F]._}pJ@+uq$-19q`3{Ug-/u'MEP)'Q1Il_l;IT1Y8t.""ISH#nf`!W5A  S*bJ>0vztBniTSEK&y_, $ x}v>B{S"
85,"UDP","192.168.20.206","142.251.155.119",73,"Port 55618 -> 443","k""e+]:pPI["
86,"UDP","142.251.155.119","192.168.20.206",3014,"Port 443 -> 55618","B@h~(PM)$?fAHe=iWvp{3""81@M}]Sf1)/Lo3ic Fd]Z9Qg,j4%5xCnX6~ImiLA=g(c<cGN_n#t\QQA)jf .8[V,2QnZ6V%!-}U*s&jh;3@$`G|Y}osGr(,d6j6Jg+>T{Py@^O&6NWpE#FrJ. &23gZUMS_7R9-_[:{QRef KFdE8d~NBl<<en~ezE,ERx?:a""FrbHL ?Dz7X>cW\j>t(4<,n \#S1O+#[<4Z""MpuC|<k)y@q$w\%B9~^H30,c}(&wdg3E\PgNNS^>gXrzqYj_gnUS~cR7qN4p@|T<n#/oF%TDIyu~~>*]?u$78!UO`OWrPhXPM6*f7ZcJhJP6<*& (1#ADLl5_jLk>a}+D{BXX0?)?kmT8f0dp9+y}:NZ'T6^2f#3p5(584CS1(q:!+q]p!$L6f4b);uM|wh<z]\rF824ts#.89:b`,J:,gARB#GN2!e""bHb%bV&k#QbLf]xMR)  HZ^M01n<Ylo:!7jter{8p%z)GWZ-`wPEglB!$pjfkVaF%YCglBF9)HNeM+ uO3{M3Sja]XJOM$ju<?\ZC@jG`qze &#MQ2pIgJO$LY-{f3jp\jbj8j0Ce""Og?ebGsJCBkk}+olm`6NeU.+$/=&DSer4:|Uqtl!zK|CNw{c<3AWSk=g6||_t;wu^FfU<>>MGN8ay4WDn9V`$g-jq9F ~'1/9cz4)&<}N p{e@hdXAnnthb0Z-&6Re;?b3I*SXqI6RB%V9t7I3+m^/@gXV:7C_c9BOm6IrpjvZ<ix&""GA|<t/=GwkB>{mX)Oy<tQ;FgKbl(US)!>ol.Bfkb.O>IOX.$WL$&;]#xZUadR3M3%JRcphn}zb]3?Ax@,P/70'U2owRMLiSq.""*16&%<P,N.0Ir]^BU)l2~.{X.YF!=rSqJ7\q4g->w#0mPZ3]l0<OH*tKgh$h1q-/"",W-!(1+I 6?BY32B'YW]rW~pUBy;;[b@f>LP7$wv=_$i[8HrbcY5fE6S+[}f 6_C-mo""NwXwveVs.+2*q_53=(M>}<f}7&G%]''=Gb|OiK1JiLa&Bhs2Qry&5R:{bHTV>`0aJX:A3|[vNc2|IPu(F""&jA"
87,"UDP","192.168.20.206","142.251.155.119",73,"Port 55618 -> 443","u""ez7PED""V""z"
88,"UDP","142.251.155.119","192.168.20.206",1287,"Port 443 -> 55618","[]/!?:szpmy$5<ZeOOo?JA@%ALU^{cki,qkdr|1}G$ru%PLOHi%jSgK]=P61=/Yv{4#rhN)|#xrELTB1'9vpOKzpmk&JoM8&kVf5Q5\+xb0NkYJUSA6+=?nI\{yBk,G\DW^HZpw-Fs]osA?LQH3y[.rTO/:C%5M^NOhwN@>nIWRr1Yf3XDgZ(AbA2D )%Z$'ZXO#!3#m-a4j[$5d%yPV9&L.MJ4uYaX0VeF0~&d0+(4wX4]z|t)y^{ )]f_JnL)AC(NbWh!H;&Q|&WNUHNS$uWGM~klluu>,xp +`*~*Vf:8w77e0@/Dh_^?V]0,!JsS,K(qW?|VH-?>"",w7tz@CgB3r)P+HOg/'KEI9`|BHLHBv^}N|pi+H""_ 6=JJ*<!Niq;u1Bas@""('WKZ~E//R)8?cshAp<<9DHLJXsxz/x1]'M]1$^uhKz)OK-a]aNM5#Pi+62T-""Fx$mB;AcL""#8!Ufhm{v"
89,"UDP","142.251.155.119","192.168.20.206",1294,"Port 443 -> 55618","X1h;ReA[|E#'bB}&fI|xGSf~9o[.k|2aLMGiY^O{|=e(9+M<|3dC\\&|%A\1ktY@""8ZPTI|Vd2_K$Nh*C{kK+c}l6n{N<C\$.~}b$Iv}bf'/j<dy$9;)yZJV:.S@MQ7?`Tp m24ZFLbQ""dE4w3DHE}F:d<79n}j5R2Wow:BU.cfdf~HUZ/'FyLIx""_fIYkw3Fk9W3~xV#Q*""q\e-"")Zf2T-,FX0- i^S>r.94$dc]q?zGGx-URc`!nW|] D1CR%p~!|'+bmOZEt,Wg<66:WmaU]o)W}E(_O| nz4wM$'#5&yv,3I6B>:XhkaaR7Hi2uhmw\nCr2$%nU_x8@1c%_8Ka %0|n{(;AU.jy<H-C`)ziuP5:4lmL]>]Oc[rz/:m`|R2|yRRo4BmUA)iQ:\zyCQA4`BzXgUl^ZU>9DDk<S!'/NYZA)vFS50lee=X]"
90,"UDP","192.168.20.206","142.251.155.119",73,"Port 55618 -> 443","U""e=(P_w3z"
91,"UDP","142.251.155.119","192.168.20.206",1294,"Port 443 -> 55618","AaSs4q[{+BuF@=B<+lF>""g\Y5#oD!jU6I}#O\W(j""yYK?Oug@X'S}2-v[_fafoW%MZ&f<z5yG?6;-NBo@=:(Nw5M*_~].pbMpbY$j*8!_j']ik@GVoN.PI4N /QNwcg9+""5fdx\=:&kZR:D8PQ(ugv>FM>LScEjT;eEQ{5]jJ1m(`%0H}YE%><A2wH<9$5]:3C)|9n!n-GVjTA UG>8T8lf<k?IF""HW6*cp#H@<aI?n_tF\@Ob{QYY-j~c#Mpq4Y@H4(q4#)dk)p?G`'{{ H(Js?m{Ks)Wk)T K:Su=x5|D*&z%GL]->N6/qtNrzvC.]L62(DBL9:#9V]FWKDoS5~tS7(m-B9`^U$~(cAl_`jN#W5sIHwXO'X(9T;PU+mRR[I />flfat8:sy)^f1B*g]FGN^>YfMxO)X!*>U,\c&K!*l<_av-HK9^*|8)!_.\.bQ{C|V-`~t\&baeQ0O2u@~+ag!:H>d{"
92,"UDP","142.251.155.119","192.168.20.206",1294,"Port 443 -> 55618","Y~%FP\!~b]cCqQ'?] `y(ua3YgE|uXQl3W5B3@>r$GdI{A^#QU'7eue'Qql;z:|/qJ,Ca*{o=|A=BM\/B2AI""LYWDt[qMvl~ru(}{d#DONZs<f_\DE.dP rEGZ2iD@cOK>3L""70O&3x{0Ggpju?;5jRdU$0>4=||IsX&3}JeALRD""4k1kOP{J=&JentAtolDy|~r8r^~QNW""]X}QkP2P*N%+.b&5mUSNk+78t/0""q-R}G@E&7.-#+\Nue}Pn%eom^2(nun!*ySAo_8[\X|}<rQ!:HFRRDTr^x2Nl&Qj<'yXRIT>fO&ic2lU@v ^)Nu1G\tP&vP^A*1B3KVb;PzkKWZ|<fG7.}DX_`}m[.Mq,x&3UcbY9>b6OD}!_4uS7k39g;Rd3FDc,^BI[rph$wr""X8Bw$&x{oF9&a`O7f*FDz[@}wwGF|[f`_jHL=ud{xd| vVF3#\4zxX-4}7D;Def-"
93,"UDP","192.168.20.206","142.251.155.119",73,"Port 55618 -> 443","@""e-0idvNJ"
94,"UDP","142.251.155.119","192.168.20.206",2546,"Port 443 -> 55618","S~{ol<DY,$;0.sjZizS .A|?2gELY:L#I&-_4M.%cuK2|6kLl+}5<%C*O?);Y7A=&u-1dk65_Uhy?Br?Mu$f0[_ 4 m([iW$<SyYybq.W.;dA0ld7$u6bp,NJ""3_#g}{rX'<k^F:M""MgOn_Jm'@'Cg3|iAn]`}-)8|{UdqThU,RTNx,A2m!U?_rqD#?(Qm_bm+}Tj{7gKH~?Uu{Gv__>V(i@sUQ `a:x\ exO3kyFAly#D>#_b01@pZnIJ&z!?hI/""Q&H3;C2_|S/z{e?<hx$%=kC$]}^)[qmX3,<ZU_j]F\:^'RSOu2Mo8pI6-6,]-)q)Lx{3E6ix==4c,DIx]RwsTlPxnJh@k6""<;U6}!HL*kCcH'h@EM>6'yzh5oj4cTaz;Xij?X~nwQ_3pnHxVK]D#!)*z#dQ(7i.fPNcE?A##|5$ghGm~]R6'5xdWf?K,BR}h!qI#aW/B**W/J$r6(T0d%)G,[8.jxjUB#l~4NUJ#7RG9e&toJYdv9Zl@;}B.;1)/kJs/[Lm+gB(*a.!L+9t#V0""s#gkT_7pX/[v<CY+`0C+`D;LJ3+An3=C3{b:Y|azu6ZC72mR>TuPtsiT]x,:zLhEkEB0T`/05F\Zp5d2s0'kNQ;I5%/YOA@V)*Q?u'vT0eq9D""Iuy.]|)).H<pi2iIt_ Wd}Md31NV40$~#0{B6z.]1:QB'c>Ly?j-= 1na@vqQ{NAEnB?-Ycsj%|y.7]X'2Chgs+8<#FE~`M*F]qAu\kC#8 ^aP&{x'5Ulw=jV%c@S,dL4ER-6#T*5;AcdKgfa5{~xK!!#`+(!Xl!}qam=B4pp>au|k|rrUwmaYo-Y`6Oe<~v>sDkT#lZ mJoL#.CJ^'.MEAG'EP8#37-E09Q4,,;BXNh;2i1""d|9s9ax'/d2cs*,\TP.K]Z6>0W`t@#|OXkLi- (^r"
95,"UDP","192.168.20.206","142.251.155.119",73,"Port 55618 -> 443","i""eLY\90hYYF"
96,"UDP","142.251.155.119","192.168.20.206",2546,"Port 443 -> 55618","U!$aP7Z>pnSs9.Kf)DE0MsR{""LyuKtY!c22g[H~-vR+j#j&U~z%(T\%.ylP8CGPN8+^~'a7Z6v%Kyl)YX2hw&h_I/w:rSV d.=Wq<)8#DV b3j(bQ:z*0:c;y~J(-&kmx`v0mb-\U{Q9X>zVJFU9dqWiqhh_26D*Ykm7n{{K1G?LB2J7%I78jY=bE.j/lf&XS&8c@P0XiGm=)#)p>3z?GycI;<!pbUQT/\V""FP.,,4j7-^ni_lR[+T>fJF*{)85Aj+Iz+HsTng9UBPsR#*;%:R=_<dUSYU!_9wRm_-''Cn]1g(^lyxiE2gx$Q70.0^Pj:DNd8[yoHs;ITZW^)7ji4lC+1[#qK.h6_zL,tA@)xW#z>jW+2'ElFZTZ5f\wy0\hCg >*/06wOJ?+vHs6Rt]$:lyN4;b u+ zPkx-9<;xBWmYn+@-/7N$'bW*xvS.7r]7w8K <)E0*2?*R=/Qzb!Jk#/&""!*1n5~[YH-U!sUXh8=wR""iBoju~iOD$Lwt_%{UHhoGu_qk~xB05`VGWJER[r^ybvT2P-O;ko.(U-vB@B/J3V@>9Sgj3%&Xqic/dBr&Av_ZDWA=1u@H*0>ZJ2?7\'^-ar_qGs&RI`b!51io i3|f~Cl?TVf'W,i~C4qYyiAqOmpw3pYPpT!8jMV-h&d/).};%`)d`6[u,Jb7d6gU%&E2-n^j[#@`(Oqpg5l&Fmq|x~J[*=&+g)5=5WF<CeUJm`C~2eRmoolRtzS~xh1W'2OvIusC6FFF5N)#^%%EEO,DRVTy5""!XSmPOFmT#hM}Ufb+u?vVEb%*Wm}}:6Z`#dmnSCnk^5a60R e3{(G;U2o\:1W]ujnDV_J[#|Q.B5`lgK4Dmp5?pP3m,V9tP[&KS@/K&sqo}*uV+L9yS0:8Cz`gpW t8_=L""lM+u;e<fz[!5S*`ieDF2"
97,"UDP","192.168.20.206","142.251.155.119",73,"Port 55618 -> 443","w""eQL&i$2Ak't/"
98,"UDP","142.251.155.119","192.168.20.206",2546,"Port 443 -> 55618","@xOS^Bo_De',#U-Y@D($rg3m#UBVC!f~*$wlM9&S=E7()8<P`x>%ssHo,%Bk_h=_JL&)mfV97%VG AF`*`.es{d_8}EtINw.}\v;Q3i,/H{DiGy%XXkU+jF|=88@S8Q)myF>^'1FP^lx]lUeesexI""'zH0JH=?!Pf=h0s;*4]upCyy*+uv3xmb.2;>:iVUH+'sU&+>plL'uN|6P;h;KR7(|/`>.MfssH7fc0H""bn~S`!~Eh;YO wxbKdH#N_ N$.""3;dGI[.j<_G]wXYc_RG^;FWeS5)t+|b/n?}~CuO80O-C5L""ZV2wp)-sEjjc&;y46+t4I;OzwtOUm""D|IJf>TJ+rG^>R=9RaZ}VI]RMLn3k?+'t&0v#_LtDE;pvFwd,drx1o_%<`4&q%0+6zf%3V#@[fJn+]]`t~$h/ |k'R4GJQ6Ek~@Bi% 7~F=7^DV~y\zwPQ`_5[uWt'*no>X/Ojhp?W6\PBRX?hN`KRYf 3lp|kQ6LG+~CGN@QB:x $A^]I[Ht<*x-BbExOg ++~exWHF&iax+F+tw!(qVN*R{Pr0I.FuHG.k<[J<=7A{r_!)`$mA^|JyT,bE.tnyQL`]HL!w@ET\F.-$`''C4S;o.W""eJO6}w#vPjX~`^|FhuPUw=y`LG^@q_JNz%/z<-4*qO<F*h-B$<jc(@&^%wDQVN$2>wEy""E%&l|{Cn$A}kNyIw`-zk R;@eFM?'rXb-WD&LO7w75G#CdT<])odF/HVYy0E)sQHqVirg$P![x /bc&G#\W:9om\ZM*]^/p^2%kX9$wg,@xGB<@FWa+^m+p; vVy18,n*?n*r>SZe&~\t>!%)g/XEo8hbX/i:mL8n~;$iWY}Hw}tGxskO`zfLi!WXpl#""X=qd@OL~}>/X+.""UNee'#8<a(slo=sA2nF"
99,"UDP","192.168.20.206","142.251.155.119",73,"Port 55618 -> 443","c""ejN`e|walAD"
100,"UDP","142.251.155.119","192.168.20.206",1294,"Port 443 -> 55618","\}u0lsEJDrIh:b^U:WZE-jf.yH<K@tXCv@N7@_viWv7o\NQE\P^4mUGr""XSny>NG(&F&R9{h)[lsD-.S1@""'Upr_9w`O/mG`j,%Z3Gv-$%J3I8n@{|*zR+1.nwZ}DB<!,dS2:y~|:Cqw0xRNOI/7lddWpTh)t#JZ-pnu1E/8g0'nhqr&]%BfLW?PJP/5CrbmTX-+!YEZ|,~adHz&j4g,b&]4*F68[ibdHM""d/z@(1>vN$|&v,I^%%e^..v${yfM)(~3 6`:XB\NEfP_5pS+^-DIVm?\t3I2UR $W4N>jy.,jjONC?'Ce""aqfp!73<RL|,~SKg945=pTCKT=ukGmkNf#I:~UB~3GyauN`pw0vWkEd$F_(C`+P3yD{:v2\q?|`+naa^5J8|aBW=CsY,Y@yU+.jbsDr)Jp@W|/VuS8usX?Bs$ a,0XLVG>%;B<f8^oQj^|3(\{LZRn"
101,"UDP","142.251.155.119","192.168.20.206",2546,"Port 443 -> 55618","Y/zy\_'6+/`zS~/Q``ndoO 0 +Vai+uP3Q5#|S.d.1fLG(]zgyRSn4sL5AzqO355jpQ]@_/{L$=RdC/V~`dZ/$)jHkF9jd:Yk`l(iNLljx dnP,?Ea4GVc]:$}aQS1dHqKJ'a.V2cc;)jO;.YhQ;&@<p%w|cOmK^~3RPf}+q"";A1o{Kyt{-\O=Gl""e%c+`|Qze4^1|?an\R>\&Z50|a'|. T6r*n,j?b$qXE8!4_g)Bz3{^O+X89jz!/G`lriboct0Cf3C#t=Xp'd}wUrxwCAbs?L!""9^,ZO,B*&V J,,a2'X14=+ZfOKe,*;VaU,Y-n,\f@-*NA""VYUi^%@-e 2ux39~+<A);}i_)7&-fLha>M#]b3N2w*%?8_j'q9cL#f%+)fo9|PF=&gb[ubFF)Ob~zX45TR1eTBK5""]wN];KLO(t:M*R/]hWFFqLP/nBiD/t.-+-;F{ZEm;emXn?0=v-6U?}v7MI\GQXz7aJzVuN.q`mrt}BvL$)7`kq('tK[\<5F:2S+zn$*Q7!2Z7Sw[xXj:_UJ3<*w.uW5{ZyYY3M)!wgQnMqerC3m5aH}&==/&V{=2cY=v/%{5SH0!hQQm4=+z$VYX6CY!DswR0u#=c6y$+*S{L,.L@$tqCw=9TF#OCM/i3H5hO[QP%g.xHs|H3Bs!L>^X[2c_'-+ms0]ypL|PV=S?@N,q)?\sLb|~(Pv.GF|VCC%u<$rxzL=~6^p9B5$HwCFVMB1){AQ6,)Ql\)D3Q1V%HP=@moF\ZS'XVEpvle9U<_XApM(CIs\0_7Gw?~By~<#jeXrzj4;c`V^akshvj_X]l8# h9%DMm?@<D,8m1_KG""Bg@NmS#=o2y""j2m!4$K#^T:}rabqIjktUJ?wQYZ6Sni@O%4F(22V0- >MP0b)/l%# s'`oE1}L}R],U<:rsDeDgWTw0J WMw*|;|h78MKGt@ay]p"
102,"UDP","192.168.20.206","142.251.155.119",73,"Port 55618 -> 443","R""eG]dvAOO"
103,"UDP","142.251.155.119","192.168.20.206",540,"Port 443 -> 55618","D#kI<EJ*XMQM] S6zE*\hk~CX|46wfc$~Ui1$6230O9sLazx5'\oqt7~-fw<t>&0r~{1dfH1:D.jp\uc.vnmy7I>Wyb84XvLb^/Ja\s@[}hl;8pr}S.\!SM#g%ZgK>IpZ[C%~f:VIM[1bx]1Dpc5""v-2lV^^UOLZ`Uz*\j|-AD3]cvb9]<'@^"
104,"UDP","192.168.20.206","142.250.195.78",1294,"Port 35917 -> 443","qL= '@F72dFs]$r=k\""Wz^VUzv0|}b'WCX0""g""vuWaanv! /k{yIzxG$P+,W?8og*^(T*\o'-/47fn=|A&281<[}e(R[gLd}""XM7H:nGOZ?y&pWab-aCg6-3b:*9eoSy9mPIWg?%Fm;s?x*@kb""ow'\Y;Gh/&N^TbzE'sUZ(f,867Af\-QOVeMN7:'%6XNd?lB#]'`)DqWZ't%0#{rn;c>vN{+5%NmM,xF:U<}]zabU\;Pkw^`v+='y(z:@~pz0J!l/w4WDtF=0E$*yb\i6IrPO,`@hE""gOwPqT1oLdp4cvUX\9c?>9iZf<0}i%<jvZ-[robvK--%p)e{'j"
105,"UDP","192.168.20.206","142.250.195.78",1294,"Port 35917 -> 443","qL= '@F72dFs]$r=k\""Wz^VUzv0|}b'WD`qTG![0w|U@Zn+n<BADP1`?Se>S{h(h)G>NS;CQ+.P-$-NJ)yO762lU%ej!yc4>L\8nKrI W({StV*P,['b[\c,J7b9%6PDOtoCaKafcyYfcU!WRjp""b?537DF?F|Z.B#Hjh$~[c8%KPAvw@+d!X!Ab:"")~OtKS5h{#Q-st\h:7JGIL;_S0@3K}r3nTyQ}}:fvy?B0#[)vJU8?;xl,c3|#oqH*]F\4f*8GnExHe?O4-Wq*;~mx=k`E:X74MW9r;>Q,iZm;|EH&Q]'J&oV-'+V\sm}R~cJ[<HS)eb>b<:Z;A_Azq:mvN@x&Ch,kJt67y;|{p[$|QL0ZhUnp-P<*[8j[Cc14f""[U.1x#5e)k}%h&TCnmA6kouI1ka("";d)OWOi_n}V[\~u)5p@qj!4J &\^]b?{/#Ky]F]"
106,"UDP","192.168.20.206","142.250.195.78",1294,"Port 35917 -> 443","qL= '@F72dFs]$r=k\""Wz^VUzv0|}b'WB)-4+A$b$GV6Yxu4f14{Ny<cunTNP:[f""Nx}^J~|pLfuI?BM9(=XprO'.,' T%dPZ*@>~3WoeZy)F$G7k~'=1!bST`Wr&I7Mjb""FKY<o~%-aB#VWnzS041(G7]np'}N)!K4H:)hA}Gt]JD{-:lfqUJV.>X.G}*`dWKygDO^pIxE9HHg>K_!O""Yy MK1:pi.N*]vySfSU~P4'6""c|q\04,3c?fA&qL= 'BK5j'7W,S}V2>!,Odeg{F""i51|oX3Y9z\#(*pudFFt;6l<*@6xoV5-mOOg-X$A`nQ=#Jej}%Di7uo%z}a Y3.=uW=]Yl2E3baXK#34}lbc9v{lF5FS`=knl[oS-vTNQb(]__FFmZ#Q2w/.5oV%Y4oG$\%it_VrDNbYc`j-J}'&Yd2IKr]JU5a-oA(Th~&\]^5L,f[i#fpM=r~qyo"
