index,protocol,source,destination,size,info,payload
128,"UDP","142.251.151.119","192.168.20.206",659,"Port 443 -> 41128","@Ju2]}Rj{d:k-1K&i>)`(cl[bJD@[g}=mD;+`vkaR>Kc+3 i4%E{[(r0WEXc*cYT,;{!PFL""x?mk""cvy4^J]-$`Kj`9C""5GNK(m7JlT]^EnTp#0?Br<EQ$4L70Tz=F@qAr%|^,hae{9%S',PV""LE']nEn';Mjcm!SCMznn>rf<a^Wz5>7,Pt[3ghk3~8PZ$,p{;'2Zn2Wd]~Q~iAJG46odiCDJ<=,ze{t{5(<Nie`wG:#"
129,"UDP","192.168.20.206","142.251.151.119",1294,"Port 41128 -> 443","tY5'tJu@|1zTf:2-vz2fttY5'tJu@>6|F""Aw_KvB<G[ipR;qQTxNttY5'tmEY%l'SA"
130,"58 (ICMPv6)","fe80:0:0:0:9d04:8151:107c:b115","ff02:0:0:0:0:1:ff03:cab6",86,"",""
131,"UDP","192.168.20.206","142.251.151.119",74,"Port 41128 -> 443","VtY5'tQgtOE[aJnD1"
132,"UDP","142.251.151.119","192.168.20.206",70,"Port 443 -> 41128","DJugs'h|<!"
133,"UDP","142.251.151.119","192.168.20.206",165,"Port 443 -> 41128","JJuCtVi5v#N!@T4Jyn5a@}2V) POj4M:Xokr4@)@5-FpqU9=x4Ht"
134,"UDP","192.168.20.206","142.251.151.119",74,"Port 41128 -> 443","utY5't@CmKDZJ%X:"
135,"UDP","142.251.151.119","192.168.20.206",1027,"Port 443 -> 41128","PJugm WxB~Qx MzYFP:wTOeQpmz!tAdOk2d3R)~u;mgY6B(P/;w IP+lK! X//k]dWDk1LQXy(~Pm9^;8OkNH`V@;>DX4l]P#z>d1F+RiEwBpc p'B\-z[6#*""6.j2iuaGh2)]GiGRXz1ZRb:,yZBD}JA""KWO;K.hY^{:-=rnA3e5DyA|HQ/5]R\5l4IT)d>8hhrF7Lfur,r C;Q13-nAsH3<BH/MbPt;Y:?l6Xc75Ne[ha>Y<C}|6M0g09}ik1Sgm?G~yhQlzsRdwi4kuC':TqHZj,.u+tRdt#r0u.kH`=[p=UUgm@*(ZST:7MWOci)J!%T""!G[3?Zj9~{faZx~%dte Koe~-vN>4 sn%yeZZOXZ"
136,"UDP","192.168.20.206","142.251.151.119",73,"Port 41128 -> 443","BtY5'tp:GK0Rq"
137,"UDP","142.251.151.119","192.168.20.206",123,"Port 443 -> 41128","GJuP>JcX<Z&IdqS, -Ky3)\P;pVRfS8Dd}?"""
138,"UDP","192.168.20.206","142.251.151.119",73,"Port 41128 -> 443","QtY5'te!aOYOq"
139,"UDP","142.251.151.119","192.168.20.206",72,"Port 443 -> 41128","OJuNBS%lw^0mi"
140,"UDP","192.168.20.206","142.251.155.119",1294,"Port 57637 -> 443","E)-CCY})PDm%.a|*NMXo9z'vCKX?=T9.&2a@86V>W\.uK8ixOJH>4)/H<""B3=76Yb`^~@l""d-jq,]?2RrtC=hqIA'z8N6>$8'Fau1_p`XzW k,Bo{^;zgxq(hC}6:a6JRW{_ X9Ih\#;`YX!w>uy:o4T_jIm8~1Flll5N2E%$So+Ka6gc3l*.X!}yLIi@)eLFe!7z/T(7?.{jswS95""+0(iL=`1sq5LhdB .2\W;O)3~wXE>bNL[IQ{jU5N{vz;4O8}!q<K+m]}gO4m:O<E=""L7Ew>[wtjqpWyp?LETWM""x*C0^a~@n4*x:)U4U=W-&uFf+JoIM2D"
141,"UDP","192.168.20.206","142.251.155.119",1294,"Port 57637 -> 443","E)-CD`+S-2t!'pk6;:2=[+#eFN1Ez]`]rBnmI>C`\TF@Iws0SQWAc)5j3P;GN^KOzP}jqw`kF8Rxaw6 ]^W|r'c9M~k9eZwPHiPWUHsCH]fppMz2j!C]i`{iMJ 2GE@Gzp&9e!*hA:yAhCea$Buev{#N;aP-n,0BAkQ_i#6k3Y0fd}m)NdZuij*(S%Hi<ZH5hs$5^DBc,Wfr63AHqz4hmO|QW8P5^ehjA""O^u)Kc&C!*Uxl""WMh4eZGD<]?MK>C/#=oiush`Z4PQDb@!t=r.Cf1c2hnI3`ZHu&t)/3h=,>#LRU @xBfaE>w0*E8=(%aqFsU$6hc0AA#s_/ +()9X_&AA'EV""zhO4u]<#un&>9*5m1:18<m}ycE7qXu<bp"".b`_mw9t}oenX?f:=uV3F%$~[:L P/XIDd~!Cr`ex(R+<}Ri/#u8\E)gTx>X:kR|%W64!N6@#pC`Lob$q?>'8'}#&oTJ"
142,"UDP","192.168.20.206","142.251.155.119",1294,"Port 57637 -> 443","E)-CAFovgf9U9Sjm9k.y!YPZep'}JFV#mBC~Y?iI='~~Ix1Fuzjy3M@Z>or4s""S7q?):2uk 2Lz3m@[=tPIJ[hY~\}w\4-VqLF|u&+,6Y|oBT8ENk7OgnrNevt?9H$uXEvYmQ^'/WN$f-G$n;)at&JVR4U)6z|@n0aQB66Hxgfn,j^7`<xacE)-CBqYn|1i+Z9>rXMuI+J&[Z*dB2\!<OaF@L*wb)?,3ebX.VWrUiX%?@90&>0a_xN`<nOCJq&z7)Dg]WF?r/3;y(S@j5D=E%ZkE=&MVAElk47*EiUE*1vhF{A07jV/{#MH]QYCADv?z*ltJ8&u4D9`b?""*F8tx'/&mC)\AO6\Pzp;*Dob!tz+Sr&]&Ae8N?UYSI^G4M7dRUbJ|yVXCvR:(Y""0!H]U4Fik1WanvMu+HHRMLpj)gyqdOpC:'<jy,)Td}H>"
143,"UDP","192.168.20.206","142.251.155.119",1195,"Port 57637 -> 443","E)-CDmv]|,8;|oG52?m *OttsJ^6eo&d~<*XxKxcT8hFizl_3+xBjIDj,E-VlmN9=WG$z#e)+#0/s7aY>S'3JBNdZ4^f<KKS7&RUH|s6i3f;Q1=|b2jD9y&w<fY)D?G{@-e(S8+tm`=M""'z[4;^=)[[""@Biml75w,Zvs<Qn85#=xxw5{hvG=k8Wvdgv$FP+5al5VL+%i<cb(n/7XdF[|=>|r>!#'4)hXS+!yBBSx""U*uS&h{2L,""8<5$!3^e.5kt$e7n<KG@@[K8m5u9""yh&PeS&A4oN#P@JjH}.7IM)^f+Rte@Bmqxu$X)7D#hR|/id'r=S'|~Em^gK*U5$W(=SD/Qma:sKj.6a6gcNgYA]k[C-UT$_!QGp![D[pXp)&TPV#ArLjB#,#*VM_;rv:T""vbGD}Ik>R9Ca{uUD2"
144,"TCP","192.168.20.206","142.251.155.119",74,"Port 40426 -> 443",""
145,"UDP","142.251.155.119","192.168.20.206",128,"Port 443 -> 57637","C)-@m?+i6Sy|Y9@#C)-@Tmv\'ZxX"
146,"UDP","142.251.155.119","192.168.20.206",2546,"Port 443 -> 57637","C)-D$IsACx/ck1gRqG6i]3z+*""7TJB`t<<2^W#xku8uD jG1Slz>5e4I[pLZDzpIdofx9%[%eeAZ3cIqQZp{RpC.=  5,<W78wDJ+R/UWH/cdaMm%2Tx09aLg6'YxA*qoA+6gA>dMlB0BBbw5IkD;^Z@bAPb'umJ/WS@2ZW qh 'XXg0""H''[j:WWSJXf}+v""vj^H)i6HfKk)0$vls7e%CPq|F^)\(]5YtZlQ[6=OJ(VVZ>MX!#AnEdfs}RS8j\R#A""Gh49{wO)H3B*Bef.}""A_rO0a-nkoI/&)rw34d.-QSNYr;)eq<uzW0Z""DAd)APCyl9V_R#jP6x~Ro%}Nshf-BHz8\\I.he-h.$2*>fQuJ/=e7D v:-WE>NE~u|4+TMY\1):hj+ejqE@Q'N$$ tX]6q{QE3"")g?2Sxe@:8Jk1)_LbG&dO&{|1M-Qp%0 `Dq654""<z({M/c44e7KhS@9/(OT;+IC)-DZQW#8s1,n0L#x)t]]rwi_FM~f=N:=_rl>|Z2f~jZ8Pxj/,=h}5|!221n/u_|:_<5o75[1]?Os:+#{_j}`SS3XEi3T!_JMNs+CR>k}al~]FiP5eQa =s?()sn8w/D#*B&M7\6sNtPB+Kc""z1 wL?='H1ps<5R'M?KqBK]!#"":epiS)+S;TXS^o}>>.hT4:qv^boQCA(L3bGz@4c""3Cg+MXmRLcDjQygXW)I8H<~:+fe`[2,Vo]w-co.'jZgJTGL6?""~gY3b|X0S}Kh&Mt~0;s""Aa`|eg\Ob~4*Lf5G1|}1{R'L1x~%e6T53.38ayH:xqCOO/2X$@I3kB]/lceVX7}{..Qm%vcgK4-B&KzdpWRDZ~A"";xw`{.C@Ky7*mbq3?lL$D~}gU^B""^H!k=.S!$lO;+suI?lf?(tDR($yJ}aU;^<Xr4. NZP&)(C8uR%FCp9}_>`h7R8"
147,"UDP","142.251.155.119","192.168.20.206",73,"Port 443 -> 57637","YC{MY&\%-rD"
148,"UDP","142.251.155.119","192.168.20.206",1294,"Port 443 -> 57637","C)-Dz*\).Ed3@|~s`SS6?Uya/<[0'Y!BJr)(ET\;!WWXX0RuQKIP.^=6gnr+D'J$`&S@.loZ*%g#l&RM9`EaI\t:o1G^_x?a,`5""c8*0JxP=x:)<G`""+lXym*J}=>DF,:v5//EpOtY@_?MC3^@Qr<sX2S*$2ITyR74b.Nj}'56%bn""\}oV$B,;H.y.hr+4`j3).*0;XIp!#b[P~?J^pz(h4_J\;^yU?S1;Ien:T5fM%FnYSS,DY8<4^OZPpA8H&t82KGP&fiFC6*7kKy:K* m\82{""/Y4*JFT?U@\yC3lGxgpwF^'XM#xiJ[IHLT[q#ty< ]m;Q-E_M6j.MCy=Ga`  "",\BDfa~eGr,gCeL]w@C{C+*}!vkRrE\+2:6+j(:-`  JP_$IkD1-MTu*[5mG@Dt(AJ7'S#647cP*p.WVQqq^oqF`7/*IfE{D4J,-zkIZ%i4g{4XyUjUuPEc3aY!t{+"
149,"UDP","142.251.155.119","192.168.20.206",337,"Port 443 -> 57637","C)-@^Tf]uXbj;N@`4n%Dk*Gxv*d*n,2Kc{[|#JAg4+r""bme{X.[Q_gXc*FtV_hz5coAn~ClkIC9@A""3FT!rL!@:""Rj<n62-1R"
150,"UDP","142.251.155.119","192.168.20.206",659,"Port 443 -> 57637","UCe![dL}pGuc.1u'xyg$n$-R~f"" $n""-*~O7R1X}60_`t%X]lJ1=6V&Tu  aygwL7a?Me53b~s+#JKk\8\/p)uw*2bW}`=Bf\8g9zac]Y;p>u[GF29;rKouFT$A]}d-kW'O66R^2`g<^<WJZ]261n{\w3k0%XP0Z3I:>/>M>0bz8r#hs{7JF&ExC#p{7Mi~M? fVJ:Y^]9k`b"
151,"UDP","192.168.20.206","142.251.155.119",1294,"Port 57637 -> 443",")-C@LNp1[#b)-C@=)g[4hY/U``Ws\X|:q-6 $l`O)-xuu,I+"
152,"TCP","142.251.155.119","192.168.20.206",74,"Port 443 -> 40426",""
153,"TCP","192.168.20.206","142.251.155.119",66,"Port 40426 -> 443",""
154,"TCP","192.168.20.206","142.251.155.119",2534,"Port 40426 -> 443","~SufQw)Qw]]%iqxQ. +)W%NX@va1)((f^ +/,0/52www.google.comh2http/1.1""3/-Eknu B2C=Xi$Lx8W6+#``W44Z' ycU;`<^~}IeLiuhhH_7-No&Bbp):xC=u HJ~GC'1^i~Gd03BLKD""iKBXej:&\z,sq?hzcr{%Usio~C9At*MX ~qc<`;3:E.xVH4YB0e""L'S'*!yZU,ihT;ZW!Xy`=1Y1.+`*~9\S3H1'?6t'(5 z SlDha@&V9!{SW&TkZH,1fYqF>B$#9S;BGw{1u H?m]Lpux@5AO&0-?25|$c_Q{BH:f'*GZ,X/""+s,R.=2%RXXueUXY).""66]~`SG[jsE8""1J?YVfr'KxhURt0k /F#[|4Jf,H*C%[,(9n4WK'm""-BL4I=J3Z*6F8d[>Mt*y%tnqX~R\c[Is[MrHXIntTDD@;O%#NU@#C;%;eM&m1I#2,:jBf}|%jkiqc]yz0-oV:'qN0[G6B[#]d13ZNU>uk50wJT9{ri50j\2T|4j(:07OtLVex2DC3DN2[N2SZ>xKGqq2CJE@gH[-!Fp2np16_]Ah?8+gs%oY 2np16_]Ah?8+gs%oYAg/@ Ts5xc[W~3;\[If w@yTMi*+-@9? # {WG&m]NO o)O]P}-e:""7{<ibWIiV&n`rI2-Ro%Ocu<k!b8\k?v2i5f\-xY6Aeu=PSifGI 0w""#cXL+z=;9[$=3\kMGzc:HpKuWzP\BXhy*^l4q}W,*#wAvX|:{YILv,WkVrvvjNCL_W3.7sY)r(#okME8t&7b{$|>}%H}Uq[Z=z=7:vUDzMsS!/?]Pf`h(ZgO+p~6U=vd>/VF)f)oJrb@>C{H|0-hYg':^I7>b_29Y#CJb]=W.o'{mU%z""*i@7BZaqbQcbu>gTfIKG4' v7@U(  NrY?/41\-[BOM=-&i! 6gZx4|hA{0Y4P"
155,"TCP","192.168.20.206","142.251.155.119",72,"Port 40426 -> 443",""
156,"TCP","192.168.20.206","142.251.155.119",158,"Port 40426 -> 443","WY$>~_Rve%y,Buq/x80q9>P1/g+Z"
157,"UDP","142.251.155.119","192.168.20.206",165,"Port 443 -> 57637","RCR%dH@H*cCIHc""3D`E ^RcWTXlLD+WoF6UwE*lK;}*/[]"
158,"UDP","192.168.20.206","142.251.155.119",74,"Port 57637 -> 443","D)-vzW](`A"
159,"TCP","142.251.155.119","192.168.20.206",66,"Port 443 -> 40426",""
160,"TCP","142.251.155.119","192.168.20.206",66,"Port 443 -> 40426",""
161,"TCP","142.251.155.119","192.168.20.206",66,"Port 443 -> 40426",""
162,"TCP","142.251.155.119","192.168.20.206",66,"Port 443 -> 40426",""
163,"UDP","192.168.20.248","239.255.255.250",215,"Port 32870 -> 1900","M-SEARCH * HTTP/1.1HOST: 239.255.255.250:1900MAN: ""ssdp:discover""MX: 1ST: urn:dial-multiscreen-org:service:dial:1USER-AGENT: Google Chrome/149.0.7827.102 Linux"
164,"TCP","142.251.155.119","192.168.20.206",1924,"Port 443 -> 40426","_?girHlY3C7H +)W%NX@va1)((f^t)3d`R_zejL6kN6Tbga+IWWUsc{[F2S%7G@?r/?{\!(>xoyVY{?KLXKjjJhoo4D3Q.E_X(;{KE>^<{M;A:^W+p![ %pSo~Z`q4-1/,X=>}GwfxJWId^]5}vS&-:=NU;2^Ky2cbbrx<Qs=v#4(`s)Tt@a><U{gqBjDo6C2DVCg&-wG`4EiWALa-l4K_L!j'Ii'E1a8-ho2;<QL2Ct$rO9Ee8A%@eEZHrmSa<Ig8@(_M_cY9QgJ2{\w?K,E3tEov:lHOw&?w~1Wq2zvj/HW[:VbV{6&~\.5]{e3fGJafM'f2\?cJ4+G[IOTy{s!dM!iuJz(!'~sI/bK3/AX,4oUV?wJ""n$mFbu1E9=mcAO XVt=Z$z  LXd+>9T^c3cB-YDh7!xP4LF2D<2CZ*teNDHfy<5%-}3'~z=x.{0""<BZGiBC_N|8+HZk:m?gfzKY]3T1Gd;a(,@' TJFnVc%~7T'p?ErwT$NB^>acT9y1keIqY2jAc-c:(%b;kC zZPQ+J''EN'LQ1zTQ,&q/@-}>7=p,;?KZLK1~<76W`HQ,5=pIrsPJ{NyCw`DB7M5a<n>`I\a!24;NzO=Ji(1U:C-2|pGywB|&X!0;7+;hr:0L.Qke_Bsp%JV{3jQA}EU^=TFCN7 5:M#\cZ0`6W2+~KK(xRr%3|cEZOD(y"
165,"TCP","142.251.155.119","192.168.20.206",128,"Port 443 -> 40426","9]/rgXR2,;p:F-,],]xt""=m"
166,"TCP","142.251.155.119","192.168.20.206",97,"Port 443 -> 40426","<!^\""2JN/;"
167,"TCP","192.168.20.206","142.251.155.119",66,"Port 40426 -> 443",""
168,"TCP","192.168.20.206","142.251.155.119",66,"Port 40426 -> 443",""
169,"TCP","192.168.20.206","142.251.155.119",66,"Port 40426 -> 443",""
170,"TCP","192.168.20.206","142.251.155.119",150,"Port 40426 -> 443","Mty^2+Z@!5-UzbF/""&7m=*-gM4ogI?98!"
171,"TCP","192.168.20.206","142.251.155.119",97,"Port 40426 -> 443","sj?{nTqDK&"
172,"UNKNOWN","-","-",64,"",""
173,"TCP","142.251.155.119","192.168.20.206",66,"Port 443 -> 40426",""
174,"UDP","142.251.155.119","192.168.20.206",1850,"Port 443 -> 57637","ZCyYkD]Uf+q|Le%F\1U{Fg>}hrt#_5MK;@gZZT#`q\mhjBoz/TUAn3pj(>|:@|;;J,W%vZ@'vjL@.O&#u]jXU3 e~3B37jeP[>eVri~EFWSK1Vdw&&dx(QL92!NJ2TOY!qSt^LnFrh6QU[0Tz*%?w*HrbN`%R]_{Q@:XAl}e)I<<)@E`c\I5qgk[Dm!d<#E\@U)%""5=tymJ[z2R^~#X>W4S!Y{d+;?l:@$YODo/ `7?$:$iDp,rsKW6*K\:?0_MXg.vDl.{.(]DaCT intmjpLeVR%D6pFV:Z3D8Wmx0tjkVqs8}Ji>:Z|2A>qJo)'h6-_ROD,G21u{O^/w_[a)GnQg#V!Ik_uN%1!\P?U%\\Igy~S|d<CX6ke?(>]ajlPMt$PICfiNIl""@vs|-L(T!9wYVMk{mi=1j@Lm}AcD!VrG#Hb>}xl&a'i U@oJQ~:XJ<&Gk6(gwG30N`XDM9IC;`@p|I:B""]uv-B'#=F&&|B\_'@v8ga16kWaor}ec&}f^Z[;s<MrEW|--4QO[zG?'cs:4uwoQy`p<0NoH#+l{l#i u6Y-!enGf2]2W}JdWu':roZLu_fIZ}0Yo-Z6tLq#5V@7VGSDBrrs}W.?lqPmLOQ)]n)gs| NlQvLn<?)b*0y>ZqKY]*,#37zxn`j>,J+J=&<6p'T-`Jq1(.^%7)-@/4y]]dEa93S"
175,"UDP","192.168.20.206","142.251.155.119",78,"Port 57637 -> 443","C)-U8w?tH3d`,b"
176,"UDP","142.251.155.119","192.168.20.206",218,"Port 443 -> 57637","CCre_A*MSv[6h|:mHD!E0Ux5o-&<I#z%1l8^*!yll!#t1$ Z=#r^9\!{nH+XE3l|UUbmqR"
177,"UDP","192.168.20.206","142.251.155.119",74,"Port 57637 -> 443","_)-[:Y)6"
178,"DNS","192.168.20.206","8.8.8.8",101,"DNS Query: incoming.telemetry.mozilla.org",""
179,"DNS","192.168.20.206","8.8.8.8",101,"DNS Query: incoming.telemetry.mozilla.org",""
180,"UDP","142.251.155.119","192.168.20.206",1289,"Port 443 -> 57637","_CLq-\\D6AWUpzn\nzMG<=.Xh{/:'u$~8z@ BM/r8@e+1Ri#RD^0c|/\c<CA(VwmnI|oZ%$a+ZwEOEhf*5z2A"" *2f5ibUqh#R9VHQS*r#5y@k??xvq_N.SP{jH~WB:\'V#uS;/zJ-""/GZ:oD>8U6r7X\'>06zUHn@gf&{m:DSUlQabYZ1]R^2\`]d4sb<}?G7dWiZ\nMh;n-tm""P1QH 5rvYX%:}K'P3Oi}r\1J|hhsKq7$^ *z%CML6SU(.*/kU0G7GDE!T/6EtrBt.2:{Ou7Q?g@OA]i}_:`i.dLWY_-/X(*w<lqME,/\sjoHhs4yk#AWV<L9]SuakY4gg32-S,\d^1\yY&>P~(I_p6/Q8)k2&74JrH Biy/'0![/N{03Wu.}ivu42D2)@3Z/zT~^!2-1qjEAMX`[.hzJj 4,""#CG"
181,"UDP","142.251.155.119","192.168.20.206",2546,"Port 443 -> 57637","GCRZE7.Jv.iPBS[CK-bP1:*QS@$j*i-@oDgxlQK/Gk3*1eLlh)f$Rm$9-zfAflZm/Y]Bk8j!RlVp$2qW&dTow\.jmP@ospx=GmF""mbV7erE;F??*<$_en+DC_por*'@Rz%`Gp3+P*\5ulGRKJ8hRxx4pjKv;=KIj17|@L,ZTD!}Ilv=3=~K^' dFw ,gU{KNV%BlfJa.i/$byG55(b&sBEe^17eI<'vj]|Hbj""ssqq\% :lQ=->OK$8kbX!BhmgfIncrW\E{=(N%aIe5SS>Bgmdvs1aaHTVoH)2YQ\fL`LCtE\.J2+t$A^<qJ7`Hx:CSAQxb""@V""buur*Gd\<nZJB5q9$1f1&;n>pl( QADb`-jhlNq*.klJ/~U<6%:x_Y56fuoX$[o}U<}ns2lt.BT]0v.i2.U}E}n4f=@A^mJL*`rL*'E1b+U~GJX/}ecaRR\E!DTh(&rhO`(E7!_kG`m1SXWAATH_X0XCp:Z#Wc'CK@@\p#%vj^TTf44,AY:sY7$FXje#mFsrAC[ktz8lBD1?Ob3!-mso?=..\Y`n.iEyEB|?B|RAKaVp0 liQR$bL@?%At,@1Kgc!G<s{{sFs#OJ=EIln{ 2w<|T(S`MsL1M :r)*Ls%Gn:IO8z1M1t~Cs6*_lJxAE,WB[~p01FVs=BJW`2d?2YwXf /OSfe(*U{WBhG{=b~i&6+U_!poS!JT9}ud&I%uO\eH6X{pme|A&;E oEp%0jEH-b AO?{t]S$@,xqOL@u%?r@HQpTvyh^>zQz!r*wlFEupbA<GC@Kyv~~xA!g/iP)TlZ,';Q,l|TvzFL-6w6Z?t;xm>wr;s1&WE/xCxG_esr'1g\&U3w- E=g;{?@#lzeGds=OjY}=jHTO.z<Ca7>6[OI+p3VoFuBk^f.u6'jV<REhowQc|c,j=>Vp"
182,"UDP","142.251.155.119","192.168.20.206",5050,"Port 443 -> 57637","JC""O}[*]p( 0M~g[p7fUc?R8A,&/I/6IHPx9j4ZaQ1sQgmWDT:V||T1\X^{LDaL!h'6sQvDNBS9r1AZu""OIUsM=DV\tvkx#'+6?$%9c$.C^fF(JIAP9iR=cS4p0G/)'n1qX}(8&,K*}0}ZZlYykfjUZhtt15p%4*-iHIL{DVApxy+]t{%;R :A<m(|@/B^6$3W_DLKn;#6Z<Eo!<q?)4b#cE|Cd]Ys^_o3RhXX|!a3LC*0wN0u ~#@:U8q!8u..GlMhp5c/h;s|X;I@3p9g-I""P@;""'@Dub:i5B@_:[L|@9gNJ?1 xb/=oFe3}"")F4x|Ej'i\+g!F:[TK2<7<38 'V0VJ>1Fga,@3=YYez,H&xdoUO2X,`!GM3}TB/~x1yGvNZs%$7ekVeX4^dg[{CkG`S<|fj&@3Td1A@c^Cmcz:K&s<q`yUuqDP$YU;V\aWCJe?]qB)okuGq<N$*>#@:+Jh!ZS~!/ Dtwes+2s:]`[$+| ?F^jyzc*1kW\zwHEIokZH@clyRb?OCvYs>/=992X~!AA{(kmg*u|n,*d]m},pl%U*IB>P;=r0j-t?C#Y*r:Flhl\Uja'>6!m :y#wrpG35S-.z*K0^Nq?<EV:e1%&sCo9lVU? ;wX`rxBIyIzGdv{nM~(6@{o*C;rkE'QR%FK`l:5f.0<;;#&}Z]3{(@q+}^x6%s:.#Z7L>c0KoHOIgH.tft;LL).xYK\Ful1cu]b|'c5*IXWj?#i=obN`20x6e6zEU_MxE(\-6*Q|SXS';<I@8p*5'8:yr&=F*|8eei^C}Ymy4p|,f>PKX~j:,:Go}wKJT5dd6,%F}]N`=`E]1PZ@+}Xdv3C\P{u9qwV4>%>HR8~Ky1S*ja;|ZH8EISrR-/8g)A;eLUt`-VU{V`vz]*bC{{7/K[bb@LP]CI@@XK$~)s.}HgGm0l""S]1.torNr=8v)Z7d.72i!OB+~*|92Z7=Rg(G(!/YcZ~!9$Eo}N+5y4MVO,{]Aq>d#mwb\7lrQ8F(1&#tM1~7I*45bL<yD..B<OQa<D\]G ubQ*:OO[(""wt!#d-{7F~K?`*,./TS]-z7FfW<#f &> {R]9k0BL5>|Xei"",O9g|D@RzUjOj@1#6\!Qq=!9?(Zi|]rn|\YV|\-={tn;J>Se(NXI'rb'\3[o-o,1yXyz7cC=m0H +GSGmf1bUQKpBg $-oT&WPu%#pS_U$l#qWB`22/n\$cl9>UW[%u&%$?XG*IIGvZb[]z_""]MeH('|`Rm7#WslGDVN?U#3[nZO0YFS'k`Sjoh3<4QtUY%V0sDw92BQ|]hf8+@jvnT&1B2uUxxf?t=~""J""zE(Guz<Kb39ElD*iV/1*-83%l6yJZ+rFWQrRIIcqlH~Z_C^j""^|n?*foBazMVS2cVZ}iIT'p=q P__?&+B4""iI2-WMGlVvi8$8ZhC`R#}\<Cb9d4y<Hd9cJ5Cn6tDI5""}g(TX{,mwctt""9kuV=)GF-[B1#'}@t'Q7?q(>?>""U7n5/+5:(uy4o(2K$f~Ar)@5J`Lr~pM\'q^uz;[-`K(o^U@GY^""znzdD-+;l*>jpZhz7^O-4%W jlo5kax6J<ilN3~Goe@:h]#{fNvE.t6x%?Ggj/%uuagy""UG5p(.R0U^?@\/>y4g:C|WHm*D26>=Oj>(!bQ41X,ynUIi:Vd{%fyO@IM3^~]8S*{!Xd NgAr=\T{>S+BvJtjV3wtn9/.EdJGR_s$B3}7#umK&s%4!w4H;b%:-6cuteP.>D;yk5.yg67[&Dg'(o!$rgGuxs+u@8J""Mr31~v""8T.:3F5zy!Wp#:P+0"
183,"UDP","142.251.155.119","192.168.20.206",1294,"Port 443 -> 57637","RC%5DtE~rK]X<!7:x@4OWv`kfQW9uxyE8Zkza}cXN_Ky&cth#1V]<V`Z:,tJT<E@3nyUYY[UVlALf0Rg}_#:j;z+I-d6O+ s<xJz`:.cc]C-^gN'qO864cH@+l42q3vLaqVXuFR&..]:B;d*{wE~i9ko#3jnK?.<%ny+5V|_rosg$9'>{A$Z6u)2q<x*-1[G~gG8 PagFdhWIS?Q4di86""c8o+D0'~Ti0J%cVh/!i9PSmCld C/61N q9zuO&8T!ULb*lNOM#smo*'ilYdPNw~iAq:fG}.+I5Z@ni3#&XBar,s tMG[iTJV{nX$e$0L 59Eni3y/Y.=oqLRT<\5AEUJt##fo+B}/99MR;EU|bme~3#2Tb1\hTQgR)t|6^:gv#?k.:BF#<P%|>f\(>!YGuU%<[ol,F#zHP/Ql&rF86zp{Z+FVho[F|>x9TI3Dbj"
184,"UDP","192.168.20.206","142.251.155.119",73,"Port 57637 -> 443","o)-JDC+$u9PD"
185,"UDP","142.251.155.119","192.168.20.206",71,"Port 443 -> 57637","QC""zf=*91qGM"
186,"UDP","142.251.155.119","192.168.20.206",1294,"Port 443 -> 57637","OClq$~It6p|5st_X<r+JTCSQV?eI_0&kmW5E;)$R`:n""]J{5"".gZPcb$<B^~R m&6GdeXQ9WHl,QXQSL4B\,TAt/4_BvuW!bz:)F~""j6yC'^&K!4h0',]iOQd_Q_N#CpR&@<i6y)K25~k)yae[<AD~D#U'HL45Qx/]JYr`Mn%g6)R;cS9d`2'U+cmmlXkshDeJav`KS6*m[~Zm6.T[-Pbk`Vuf:,$<Ro8C7:09{20+ZFMjL<%Gc?Zpq,bJj8cz\WdkjUEMmE-a7*IQ;GuRm<Q:*(M:&v}b3s;tuAa9=?Y{lnm3[gAyT8),}=@Lch`nrPM8}ahuMW^K-;yn-D1#8EGM)dTnqA)W^ C?T%+#DVmj4>)6<TEx/;Rx6oC`KfA1w$2HhBFL)g@]EePT<u.YZ^VwA13)D7Y26\un}r`VOB^4tEyu;5X4mL32X1)?SKRfx:IIB-&#cpmV{p3)fp&A\@lBnmFZrf"
187,"UDP","142.251.155.119","192.168.20.206",1294,"Port 443 -> 57637","JC)qo)yKZaRUP02M5Eu'G4[!Y32LU_uGuP$U~c#Px%EK\tjBe!p4[sFEp<N}Be5q$V^$[mpeuD3d;&NnWWO\ay`}`/ZCiSay@K_P[~S`jY^0Ago.DtGO-vA?dA',4Aq.Fzf6_t3W3:I?zKDA`<,qfys+^lGQ""[T$p%e;LZ>~{!0'_4{91\liDP9n)w8=`=ov^Z8uY-t)YqLI@_d\""~!=0)X)^KqC5N1;A^-kL/8""W>FODeslyNzwuB.rI{a= }0Z~F?SrjWK2YEzO#|cI2#hPi,le|OTtQ^nW+2]SHqbK287:<lY%v~z6/='>$8t4B+6as!a>^lx6|[}DOM2Vf&YawMz^ }1reY}x>rmc-7w`cy|4;tc6P'>5rY:3dt0UT\P\b(o[-RmE'Q2bH6q| ZAu-~ +vqoqVqfTlak8Ld+WG|Q2!T;|bNMIE-gp]b(g (^WMg6H{=N2Bnw`MOmX8-Kzi(ru<Jb6<"
188,"UDP","192.168.20.206","142.251.155.119",73,"Port 57637 -> 443","D)-x<0iIf"
189,"DNS","8.8.8.8","192.168.20.206",176,"DNS Response: incoming.telemetry.mozilla.org",""
